,price,powerPS,Age,kilometer,model
60,3800.0,204.0,31.67,150000.0,196.0
61,31999.0,136.0,5.17,5000.0,55.0
62,2200.0,108.0,20.5,150000.0,234.0
63,449.0,75.0,23.08,150000.0,137.0
64,6300.0,131.0,14.0,150000.0,97.0
65,2000.0,65.0,14.75,150000.0,173.0
66,4700.0,170.0,20.67,150000.0,55.0
67,8490.0,143.0,14.0,150000.0,216.0
68,900.0,60.0,3.0,150000.0,204.0
69,399.0,113.0,26.83,125000.0,113.0
70,1800.0,193.0,24.92,150000.0,101.0
71,7900.0,177.0,16.08,125000.0,52.0
72,34900.0,150.0,7.42,20000.0,57.0
73,7999.0,150.0,15.33,125000.0,216.0
74,7500.0,163.0,10.17,150000.0,223.0
75,6299.0,163.0,19.83,150000.0,56.0
76,36000.0,385.0,9.67,40000.0,196.0
77,1000.0,110.0,24.5,150000.0,243.0
78,800.0,63.0,21.67,125000.0,196.0
79,13500.0,200.0,13.42,125000.0,56.0
80,4500.0,143.0,14.58,90000.0,193.0
81,3799.0,65.0,17.17,70000.0,173.0
82,12000.0,151.0,20.58,150000.0,2.0
83,20999.0,204.0,10.5,150000.0,101.0
84,150.0,106.0,25.83,5000.0,20.0
85,550.0,85.0,20.33,150000.0,197.0
86,3500.0,109.0,18.83,150000.0,61.0
87,3399.0,75.0,15.5,125000.0,168.0
88,1300.0,145.0,21.42,150000.0,191.0
89,1200.0,116.0,29.92,150000.0,33.0
90,999.0,75.0,25.75,150000.0,131.0
91,1200.0,75.0,4.58,150000.0,243.0
92,18700.0,140.0,8.92,60000.0,8.0
93,2300.0,179.0,20.67,150000.0,57.0
94,7350.0,101.0,9.92,80000.0,240.0
95,4700.0,163.0,16.25,150000.0,56.0
96,2999.0,109.0,17.75,150000.0,232.0
97,18900.0,122.0,8.58,30000.0,243.0
98,1100.0,127.0,19.67,5000.0,160.0
99,9990.0,170.0,14.92,90000.0,35.0
100,6700.0,250.0,18.75,150000.0,213.0
101,4000.0,105.0,16.92,100000.0,158.0
102,6990.0,120.0,13.58,125000.0,232.0
103,190.0,60.0,26.25,30000.0,131.0
104,1950.0,50.0,18.33,90000.0,94.0
105,1790.0,126.0,19.17,125000.0,219.0
106,200.0,75.0,22.42,150000.0,1.0
107,11900.0,160.0,13.0,100000.0,57.0
108,2900.0,163.0,17.33,150000.0,118.0
109,10000.0,163.0,16.75,150000.0,213.0
110,32000.0,183.0,13.75,70000.0,138.0
111,8500.0,81.0,5.67,90000.0,242.0
112,1499.0,54.0,26.67,150000.0,196.0
113,7750.0,174.0,12.5,125000.0,137.0
114,18300.0,125.0,6.58,20000.0,229.0
115,5400.0,141.0,13.25,60000.0,128.0
116,2600.0,163.0,19.17,150000.0,123.0
117,29950.0,177.0,8.25,50000.0,56.0
118,9655.0,224.0,15.5,150000.0,138.0
119,799.0,75.0,24.17,150000.0,42.0
120,600.0,60.0,21.5,125000.0,131.0
121,500.0,60.0,25.67,125000.0,131.0
122,550.0,80.0,24.17,100000.0,196.0
123,2450.0,140.0,19.33,125000.0,112.0
124,3250.0,116.0,21.5,150000.0,243.0
125,4499.0,163.0,16.75,150000.0,128.0
126,31000.0,239.0,29.25,150000.0,196.0
127,3950.0,102.0,23.5,150000.0,2.0
128,499.0,60.0,22.5,150000.0,212.0
129,12400.0,136.0,11.17,150000.0,123.0
130,1500.0,75.0,18.17,150000.0,240.0
131,18800.0,184.0,8.25,30000.0,58.0
132,11000.0,239.0,13.58,150000.0,185.0
133,4900.0,95.0,12.75,125000.0,196.0
134,600.0,90.0,24.75,150000.0,196.0
135,13950.0,143.0,13.58,125000.0,56.0
136,15000.0,95.0,49.42,80000.0,196.0
137,21959.0,170.0,10.92,125000.0,138.0
138,1700.0,101.0,22.0,150000.0,243.0
139,890.0,55.0,22.92,100000.0,140.0
140,11590.0,120.0,14.0,80000.0,56.0
141,2000.0,88.0,21.92,150000.0,2.0
142,14000.0,344.0,16.92,150000.0,196.0
143,300.0,80.0,21.67,150000.0,197.0
144,450.0,75.0,24.33,150000.0,243.0
145,9990.0,232.0,14.0,150000.0,56.0
146,4699.0,136.0,18.92,150000.0,105.0
147,2600.0,75.0,16.92,150000.0,113.0
148,1790.0,135.0,17.83,150000.0,190.0
149,1499.0,45.0,22.58,150000.0,39.0
150,4490.0,73.0,12.25,100000.0,232.0
151,1490.0,75.0,20.08,150000.0,203.0
152,7200.0,179.0,13.0,150000.0,128.0
153,900.0,60.0,22.58,150000.0,131.0
154,850.0,75.0,23.92,150000.0,42.0
155,7399.0,129.0,14.0,125000.0,161.0
156,800.0,131.0,17.25,150000.0,154.0
157,2650.0,103.0,18.92,125000.0,128.0
158,24300.0,184.0,9.83,150000.0,100.0
159,3300.0,95.0,16.0,125000.0,196.0
160,1950.0,102.0,25.5,150000.0,128.0
161,888.0,64.0,4.58,20000.0,131.0
162,4200.0,160.0,14.25,150000.0,15.0
163,56500.0,436.0,9.92,30000.0,196.0
164,1600.0,80.0,18.92,125000.0,196.0
165,1200.0,53.0,28.08,150000.0,243.0
166,750.0,102.0,21.67,150000.0,55.0
167,1850.0,75.0,21.25,150000.0,243.0
168,4800.0,90.0,18.0,80000.0,20.0
169,3400.0,65.0,17.5,125000.0,173.0
170,3000.0,68.0,14.92,150000.0,212.0
171,1800.0,211.0,33.67,150000.0,101.0
172,11900.0,179.0,13.58,150000.0,56.0
173,26300.0,245.0,15.83,40000.0,150.0
174,2950.0,125.0,18.42,150000.0,75.0
175,15000.0,140.0,8.42,150000.0,64.0
176,1200.0,116.0,21.5,150000.0,160.0
177,1600.0,101.0,23.0,150000.0,243.0
178,8900.0,160.0,32.92,150000.0,196.0
179,5200.0,65.0,11.25,40000.0,173.0
180,150.0,45.0,26.33,150000.0,240.0
181,1600.0,75.0,25.83,100000.0,42.0
182,3150.0,68.0,16.75,150000.0,1.0
183,32950.0,140.0,6.42,10000.0,2.0
184,2900.0,128.0,24.42,150000.0,81.0
185,16700.0,239.0,13.42,150000.0,19.0
186,2400.0,116.0,22.25,150000.0,89.0
187,8500.0,241.0,16.58,150000.0,185.0
188,350.0,115.0,27.83,150000.0,8.0
189,6950.0,136.0,13.08,125000.0,84.0
190,10500.0,224.0,15.5,150000.0,186.0
191,22490.0,136.0,7.5,40000.0,214.0
192,17200.0,231.0,25.83,90000.0,230.0
193,3500.0,143.0,21.75,150000.0,123.0
194,7100.0,75.0,9.67,80000.0,235.0
195,1000.0,75.0,19.58,125000.0,196.0
196,24890.0,245.0,9.25,125000.0,52.0
197,7300.0,136.0,14.5,150000.0,160.0
198,1999.0,75.0,18.5,150000.0,137.0
199,1200.0,250.0,48.25,150000.0,196.0
200,3200.0,105.0,19.92,90000.0,243.0
201,5200.0,150.0,14.0,100000.0,196.0
202,19990.0,325.0,10.25,125000.0,171.0
203,1400.0,131.0,17.33,150000.0,154.0
204,230.0,75.0,24.33,150000.0,113.0
205,15899.0,239.0,12.58,150000.0,186.0
206,1450.0,75.0,27.08,150000.0,243.0
207,4250.0,131.0,5.92,150000.0,8.0
208,2450.0,90.0,20.83,150000.0,154.0
209,7900.0,68.0,8.58,30000.0,65.0
210,1500.0,75.0,21.92,125000.0,187.0
211,350.0,90.0,26.33,150000.0,159.0
212,400.0,150.0,25.0,150000.0,52.0
213,2400.0,109.0,18.42,125000.0,232.0
214,850.0,58.0,20.83,150000.0,240.0
215,799.0,131.0,22.42,150000.0,86.0
216,8995.0,84.0,8.5,30000.0,39.0
217,16500.0,235.0,12.08,150000.0,100.0
218,1470.0,110.0,22.08,5000.0,57.0
219,11800.0,177.0,13.0,150000.0,55.0
220,18299.0,177.0,9.33,100000.0,56.0
221,1350.0,75.0,22.5,150000.0,203.0
222,12850.0,197.0,9.42,150000.0,124.0
223,1599.0,54.0,19.58,125000.0,39.0
224,2000.0,133.0,20.75,100000.0,196.0
225,18499.0,90.0,7.83,20000.0,129.0
226,7300.0,71.0,10.17,50000.0,39.0
227,1500.0,58.0,18.25,150000.0,240.0
228,1000.0,90.0,28.25,150000.0,159.0
229,900.0,115.0,25.42,100000.0,128.0
230,4750.0,90.0,14.83,125000.0,240.0
231,3100.0,75.0,23.0,150000.0,94.0
232,1600.0,116.0,22.08,150000.0,160.0
233,18800.0,204.0,10.58,70000.0,3.0
234,9850.0,111.0,10.92,60000.0,34.0
235,1190.0,120.0,18.67,150000.0,112.0
236,14500.0,136.0,25.92,150000.0,138.0
237,8990.0,160.0,12.42,150000.0,44.0
238,999.0,125.0,24.17,150000.0,57.0
239,13990.0,174.0,11.5,80000.0,58.0
240,12900.0,170.0,12.83,150000.0,123.0
241,3699.0,75.0,15.58,150000.0,243.0
242,11500.0,260.0,14.58,100000.0,128.0
243,16800.0,170.0,11.75,125000.0,123.0
244,2999.0,136.0,23.0,150000.0,199.0
245,600.0,116.0,27.92,150000.0,159.0
246,1200.0,136.0,20.25,150000.0,55.0
247,5000.0,90.0,20.75,150000.0,89.0
248,10998.0,150.0,16.33,125000.0,138.0
249,1800.0,125.0,24.08,150000.0,56.0
250,1250.0,60.0,18.42,150000.0,197.0
251,2800.0,109.0,5.67,150000.0,160.0
252,8499.0,105.0,10.75,150000.0,243.0
253,5800.0,231.0,18.42,150000.0,55.0
254,1390.0,125.0,22.67,150000.0,138.0
255,10990.0,140.0,13.42,150000.0,32.0
256,13490.0,143.0,11.75,125000.0,216.0
257,400.0,116.0,23.67,150000.0,196.0
258,1650.0,75.0,24.0,150000.0,243.0
259,580.0,101.0,23.42,150000.0,8.0
260,1199.0,82.0,21.0,150000.0,173.0
261,649.0,50.0,26.0,125000.0,1.0
262,730.0,83.0,18.83,150000.0,132.0
263,6500.0,218.0,16.75,150000.0,101.0
264,500.0,75.0,24.0,150000.0,128.0
265,21999.0,185.0,7.83,20000.0,129.0
266,5500.0,239.0,12.5,150000.0,56.0
267,1000.0,115.0,21.17,150000.0,128.0
268,12000.0,231.0,17.67,150000.0,100.0
269,2950.0,101.0,21.25,150000.0,57.0
270,4555.0,116.0,19.0,150000.0,161.0
271,12800.0,173.0,12.75,125000.0,188.0
272,450.0,116.0,24.0,150000.0,119.0
273,7650.0,129.0,15.42,150000.0,182.0
274,4500.0,92.0,16.25,150000.0,221.0
275,4950.0,101.0,16.83,125000.0,201.0
276,1250.0,101.0,21.83,150000.0,144.0
277,760.0,60.0,16.83,125000.0,9.0
278,21500.0,286.0,13.33,150000.0,55.0
279,3099.0,61.0,14.83,90000.0,39.0
280,3100.0,193.0,23.08,150000.0,55.0
281,12990.0,190.0,15.0,150000.0,56.0
282,13000.0,150.0,12.25,40000.0,170.0
283,650.0,75.0,22.42,150000.0,42.0
284,1200.0,75.0,23.5,150000.0,243.0
285,600.0,75.0,5.0,150000.0,113.0
286,6699.0,200.0,17.0,150000.0,243.0
287,3750.0,150.0,4.58,150000.0,89.0
288,4999.0,75.0,15.75,150000.0,243.0
289,9900.0,102.0,22.17,150000.0,2.0
290,950.0,74.0,25.5,5000.0,8.0
291,1500.0,100.0,16.75,150000.0,160.0
292,3300.0,110.0,19.0,150000.0,205.0
293,15500.0,105.0,8.67,40000.0,243.0
294,1300.0,75.0,21.92,150000.0,243.0
295,7750.0,75.0,9.5,30000.0,108.0
296,3000.0,136.0,17.33,150000.0,8.0
297,1100.0,95.0,20.08,150000.0,160.0
298,299.0,75.0,22.33,150000.0,128.0
299,2900.0,109.0,16.33,125000.0,137.0
300,3199.0,75.0,23.33,60000.0,243.0
301,42999.0,224.0,8.92,50000.0,104.0
302,5200.0,95.0,15.33,125000.0,144.0
303,790.0,116.0,19.08,150000.0,55.0
304,7200.0,44.0,54.67,100000.0,130.0
305,2550.0,95.0,29.67,150000.0,44.0
306,1299.0,101.0,23.42,150000.0,42.0
307,500.0,75.0,25.42,125000.0,207.0
308,6000.0,109.0,18.75,150000.0,104.0
309,3850.0,101.0,5.0,150000.0,131.0
310,8000.0,143.0,12.5,150000.0,55.0
311,2300.0,65.0,17.75,125000.0,135.0
312,4700.0,102.0,15.83,150000.0,243.0
313,950.0,109.0,19.5,150000.0,137.0
314,150.0,54.0,22.0,150000.0,240.0
315,4900.0,110.0,21.42,90000.0,63.0
316,1150.0,60.0,20.92,150000.0,97.0
317,1580.0,82.0,19.33,150000.0,205.0
318,9700.0,200.0,16.33,150000.0,243.0
319,4950.0,105.0,17.42,150000.0,105.0
320,590.0,116.0,23.25,150000.0,119.0
321,11000.0,110.0,12.58,70000.0,57.0
322,7450.0,140.0,17.92,150000.0,52.0
323,6600.0,131.0,16.25,150000.0,191.0
324,7750.0,76.0,3.5,150000.0,196.0
325,3100.0,150.0,16.42,150000.0,136.0
326,15999.0,239.0,10.08,150000.0,19.0
327,14300.0,224.0,13.75,150000.0,213.0
328,10499.0,218.0,14.75,150000.0,52.0
329,5500.0,131.0,14.42,150000.0,2.0
330,1150.0,95.0,19.58,150000.0,144.0
331,5200.0,143.0,18.5,150000.0,123.0
332,3300.0,125.0,20.83,150000.0,144.0
333,450.0,90.0,22.5,150000.0,92.0
334,999.0,101.0,23.17,150000.0,119.0
335,450.0,60.0,16.08,150000.0,9.0
336,17695.0,102.0,6.33,5000.0,155.0
337,1200.0,110.0,22.75,150000.0,24.0
338,7499.0,150.0,12.25,150000.0,240.0
339,2500.0,70.0,17.5,150000.0,1.0
340,700.0,147.0,20.5,150000.0,119.0
341,699.0,81.0,21.17,150000.0,196.0
342,3150.0,80.0,14.92,150000.0,240.0
343,11200.0,177.0,13.58,150000.0,101.0
344,10250.0,110.0,12.42,100000.0,243.0
345,10350.0,140.0,10.08,150000.0,243.0
346,2290.0,101.0,16.42,150000.0,243.0
347,1750.0,55.0,16.67,150000.0,40.0
348,4799.0,225.0,22.0,150000.0,78.0
349,3700.0,116.0,15.25,150000.0,154.0
350,1750.0,120.0,17.25,150000.0,190.0
351,19998.0,204.0,9.5,150000.0,52.0
352,1999.0,107.0,18.33,150000.0,137.0
353,4900.0,122.0,25.0,150000.0,205.0
354,600.0,69.0,31.83,125000.0,243.0
355,7800.0,140.0,15.17,150000.0,64.0
356,2850.0,90.0,16.25,150000.0,42.0
357,12000.0,211.0,11.33,150000.0,243.0
358,1000.0,101.0,22.0,5000.0,57.0
359,3699.0,122.0,17.83,150000.0,123.0
360,1300.0,64.0,16.08,125000.0,97.0
361,23900.0,286.0,10.17,125000.0,100.0
362,500.0,102.0,22.83,150000.0,55.0
363,11500.0,170.0,14.33,125000.0,8.0
364,550.0,125.0,19.08,5000.0,128.0
365,2850.0,150.0,26.83,150000.0,55.0
366,4150.0,102.0,4.0,150000.0,243.0
367,590.0,54.0,23.0,150000.0,240.0
368,1000.0,101.0,23.33,150000.0,243.0
369,700.0,75.0,24.67,150000.0,243.0
370,1050.0,90.0,25.58,150000.0,8.0
371,33900.0,204.0,7.92,40000.0,52.0
372,6000.0,160.0,11.75,100000.0,171.0
373,750.0,45.0,26.0,150000.0,240.0
374,790.0,84.0,26.5,150000.0,196.0
375,599.0,90.0,29.0,150000.0,159.0
376,2450.0,54.0,18.08,150000.0,131.0
377,10999.0,140.0,10.25,40000.0,187.0
378,800.0,75.0,5.25,150000.0,243.0
379,750.0,50.0,4.0,70000.0,1.0
380,999.0,116.0,21.0,150000.0,46.0
381,7800.0,230.0,14.0,150000.0,128.0
382,3000.0,163.0,4.67,150000.0,123.0
383,690.0,60.0,22.17,150000.0,131.0
384,600.0,75.0,23.5,150000.0,243.0
385,3999.0,105.0,18.75,80000.0,243.0
386,52900.0,315.0,9.92,20000.0,150.0
387,2000.0,101.0,23.83,125000.0,56.0
388,700.0,75.0,23.0,150000.0,42.0
389,15900.0,163.0,14.25,90000.0,199.0
390,4300.0,136.0,19.33,80000.0,232.0
391,3850.0,105.0,16.17,100000.0,42.0
392,5900.0,69.0,8.58,10000.0,214.0
393,1500.0,102.0,27.33,150000.0,55.0
394,2100.0,105.0,22.83,100000.0,55.0
395,18000.0,231.0,12.33,70000.0,123.0
396,1250.0,55.0,27.42,150000.0,131.0
397,3600.0,105.0,17.25,150000.0,87.0
398,3999.0,75.0,12.5,90000.0,113.0
399,2850.0,101.0,20.5,150000.0,37.0
400,3200.0,88.0,4.17,125000.0,128.0
401,400.0,60.0,26.5,150000.0,197.0
402,1500.0,101.0,25.92,150000.0,56.0
403,180.0,75.0,25.83,150000.0,42.0
404,20900.0,184.0,9.92,150000.0,101.0
405,4800.0,105.0,16.83,150000.0,42.0
406,650.0,58.0,31.75,150000.0,128.0
407,5999.0,95.0,14.83,150000.0,61.0
408,5299.0,105.0,17.92,150000.0,243.0
409,15500.0,184.0,11.92,150000.0,165.0
410,5555.0,45.0,12.58,125000.0,39.0
411,5500.0,105.0,14.0,150000.0,243.0
412,1200.0,121.0,18.25,150000.0,196.0
413,8000.0,122.0,6.0,80000.0,216.0
414,12500.0,370.0,22.67,150000.0,23.0
415,490.0,70.0,24.0,150000.0,240.0
416,4500.0,170.0,23.0,150000.0,55.0
417,13000.0,360.0,19.08,125000.0,196.0
418,4300.0,105.0,16.0,150000.0,243.0
419,2800.0,155.0,16.58,150000.0,154.0
420,8250.0,170.0,15.83,150000.0,243.0
421,14490.0,131.0,9.83,70000.0,189.0
422,1250.0,109.0,5.58,150000.0,128.0
423,1400.0,75.0,20.92,125000.0,204.0
424,6900.0,224.0,18.92,150000.0,87.0
425,11500.0,163.0,16.67,90000.0,213.0
426,24500.0,184.0,9.58,40000.0,138.0
427,12699.0,190.0,12.08,150000.0,52.0
428,16800.0,131.0,13.58,150000.0,2.0
429,5800.0,71.0,12.75,70000.0,39.0
430,14000.0,211.0,12.83,150000.0,56.0
431,22650.0,258.0,14.75,100000.0,196.0
432,6600.0,200.0,5.33,150000.0,243.0
433,2450.0,150.0,22.5,150000.0,57.0
434,1400.0,58.0,19.08,125000.0,203.0
435,23650.0,170.0,11.42,125000.0,138.0
436,7600.0,101.0,45.5,50000.0,208.0
437,8700.0,140.0,17.75,70000.0,243.0
438,200.0,45.0,25.0,150000.0,131.0
439,14980.0,231.0,15.25,150000.0,101.0
440,4200.0,145.0,16.58,150000.0,160.0
441,5399.0,80.0,15.0,150000.0,243.0
442,2500.0,80.0,27.75,150000.0,196.0
443,46800.0,326.0,6.33,10000.0,164.0
444,799.0,75.0,19.0,150000.0,240.0
445,3900.0,109.0,19.83,125000.0,232.0
446,300.0,58.0,23.92,125000.0,204.0
447,850.0,60.0,21.92,150000.0,131.0
448,6490.0,125.0,23.33,125000.0,196.0
449,2500.0,83.0,19.75,125000.0,225.0
450,900.0,60.0,20.75,150000.0,1.0
451,333.0,33.0,26.75,150000.0,240.0
452,500.0,71.0,27.17,150000.0,42.0
453,500.0,136.0,23.5,150000.0,128.0
454,1099.0,170.0,24.0,150000.0,55.0
455,4300.0,184.0,4.58,150000.0,100.0
456,1500.0,115.0,24.33,150000.0,223.0
457,1399.0,90.0,4.5,150000.0,232.0
458,23500.0,184.0,8.83,20000.0,58.0
459,5499.0,125.0,15.33,40000.0,42.0
460,5950.0,163.0,18.25,125000.0,138.0
461,9000.0,141.0,14.83,150000.0,189.0
462,1650.0,125.0,21.33,150000.0,144.0
463,7950.0,170.0,15.5,150000.0,8.0
464,14500.0,231.0,14.17,150000.0,55.0
465,18599.0,140.0,8.83,60000.0,191.0
466,4900.0,71.0,4.33,30000.0,39.0
467,3750.0,147.0,18.33,125000.0,50.0
468,2000.0,94.0,19.25,150000.0,207.0
469,2499.0,192.0,20.75,150000.0,128.0
470,940.0,75.0,24.58,125000.0,42.0
471,4100.0,116.0,26.0,150000.0,55.0
472,2200.0,102.0,18.92,100000.0,240.0
473,17700.0,156.0,10.67,70000.0,123.0
474,21500.0,211.0,7.25,40000.0,44.0
475,1950.0,54.0,5.0,125000.0,39.0
476,2700.0,150.0,20.17,150000.0,64.0
477,8500.0,170.0,14.75,150000.0,56.0
478,8200.0,179.0,15.25,125000.0,242.0
479,4000.0,90.0,13.33,150000.0,243.0
480,3800.0,125.0,17.0,125000.0,20.0
481,10000.0,174.0,5.42,150000.0,196.0
482,5990.0,150.0,34.58,125000.0,196.0
483,3890.0,110.0,18.42,125000.0,209.0
484,650.0,75.0,4.08,150000.0,243.0
485,1100.0,75.0,25.0,150000.0,243.0
486,3100.0,68.0,25.08,150000.0,128.0
487,1400.0,150.0,24.75,150000.0,101.0
488,8400.0,150.0,35.58,150000.0,196.0
489,7300.0,313.0,4.58,150000.0,185.0
490,250.0,75.0,27.33,80000.0,243.0
491,4000.0,163.0,19.75,150000.0,56.0
492,950.0,60.0,22.75,150000.0,128.0
493,3250.0,140.0,16.5,150000.0,105.0
494,16500.0,163.0,12.33,50000.0,56.0
495,850.0,122.0,17.92,150000.0,48.0
496,1450.0,75.0,22.5,150000.0,243.0
497,3300.0,122.0,18.67,150000.0,119.0
498,16500.0,174.0,14.25,150000.0,2.0
499,599.0,75.0,22.5,150000.0,160.0
500,990.0,50.0,24.33,90000.0,1.0
501,1800.0,145.0,19.83,150000.0,191.0
502,3450.0,110.0,20.58,150000.0,243.0
503,400.0,95.0,21.0,150000.0,119.0
504,900.0,75.0,22.42,150000.0,203.0
505,2250.0,103.0,15.42,150000.0,196.0
506,8700.0,107.0,10.42,125000.0,151.0
507,4550.0,94.0,13.67,70000.0,236.0
508,2500.0,75.0,12.83,60000.0,235.0
509,700.0,116.0,22.5,150000.0,160.0
510,8499.0,150.0,16.83,125000.0,57.0
511,600.0,75.0,21.0,150000.0,88.0
512,4399.0,136.0,18.67,150000.0,105.0
513,2900.0,85.0,18.33,60000.0,174.0
514,2222.0,116.0,18.42,150000.0,154.0
515,22500.0,184.0,10.58,60000.0,123.0
516,10499.0,160.0,12.33,150000.0,171.0
517,4500.0,45.0,13.67,125000.0,39.0
518,1200.0,75.0,21.08,150000.0,243.0
519,14999.0,170.0,13.33,150000.0,123.0
520,1700.0,75.0,18.58,150000.0,176.0
521,250.0,63.0,28.0,125000.0,221.0
522,2050.0,163.0,18.5,150000.0,123.0
523,2500.0,45.0,18.58,125000.0,128.0
524,1111.0,60.0,22.83,150000.0,131.0
525,2450.0,160.0,31.92,150000.0,138.0
526,4800.0,82.0,12.83,60000.0,39.0
527,3200.0,141.0,18.5,150000.0,223.0
528,2200.0,101.0,24.42,150000.0,243.0
529,2400.0,83.0,25.58,150000.0,196.0
530,11500.0,170.0,14.5,150000.0,57.0
531,2199.0,155.0,16.58,150000.0,154.0
532,200.0,116.0,23.5,150000.0,128.0
533,1100.0,75.0,22.42,150000.0,243.0
534,2900.0,52.0,13.75,70000.0,28.0
535,2850.0,163.0,19.17,150000.0,123.0
536,3850.0,133.0,20.92,150000.0,196.0
537,1899.0,140.0,20.08,150000.0,190.0
538,350.0,150.0,22.5,150000.0,46.0
539,9000.0,105.0,10.25,80000.0,131.0
540,1699.0,130.0,19.33,150000.0,86.0
541,6900.0,140.0,16.25,150000.0,56.0
542,2499.0,82.0,20.75,80000.0,144.0
543,6499.0,231.0,20.42,150000.0,55.0
544,200.0,50.0,24.67,150000.0,131.0
545,26500.0,150.0,8.75,30000.0,56.0
546,14250.0,105.0,8.58,50000.0,105.0
547,800.0,107.0,20.67,150000.0,92.0
548,500.0,90.0,21.0,150000.0,128.0
549,2550.0,60.0,12.17,150000.0,240.0
550,4270.0,64.0,14.25,100000.0,131.0
551,3999.0,180.0,21.0,150000.0,23.0
552,150.0,136.0,24.0,125000.0,128.0
553,6800.0,140.0,31.0,100000.0,128.0
554,6600.0,80.0,12.08,60000.0,131.0
555,5999.0,143.0,18.92,150000.0,123.0
556,2250.0,120.0,21.83,150000.0,25.0
557,8900.0,150.0,17.5,150000.0,104.0
558,9199.0,140.0,16.0,150000.0,8.0
559,375.0,75.0,27.17,150000.0,243.0
560,3999.0,177.0,17.83,150000.0,119.0
561,6999.0,129.0,17.0,20000.0,55.0
562,2650.0,65.0,15.25,100000.0,135.0
563,12800.0,177.0,16.08,90000.0,52.0
564,13000.0,117.0,8.25,30000.0,215.0
565,7299.0,140.0,15.25,150000.0,56.0
566,500.0,90.0,5.92,150000.0,187.0
567,700.0,218.0,23.58,150000.0,199.0
568,5555.0,275.0,26.58,150000.0,196.0
569,10900.0,86.0,9.5,60000.0,129.0
570,6000.0,114.0,9.5,100000.0,201.0
571,3250.0,90.0,19.08,150000.0,155.0
572,8000.0,90.0,11.58,80000.0,196.0
573,1400.0,131.0,21.0,150000.0,154.0
574,3000.0,109.0,15.58,150000.0,160.0
575,3500.0,54.0,15.0,100000.0,40.0
576,10499.0,105.0,10.5,150000.0,243.0
577,999.0,58.0,19.25,150000.0,203.0
578,8290.0,85.0,10.17,80000.0,131.0
579,5800.0,140.0,14.75,150000.0,57.0
580,7650.0,102.0,14.33,150000.0,57.0
581,16200.0,174.0,15.83,150000.0,2.0
582,500.0,85.0,22.25,150000.0,160.0
583,18000.0,69.0,38.17,150000.0,2.0
584,11500.0,190.0,11.08,150000.0,205.0
585,400.0,133.0,22.5,150000.0,128.0
